"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2014",3.88,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2015",3.84,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2016",3.74,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2017",3.65,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2018",3.37,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2019",3.27,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2020",3.12,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2021",3.23,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2007",5.48,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2008",5.6,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2009",5.38,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2010",5.52,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2011",4.96,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2012",5.09,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2013",5.16,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2014",4.63,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2015",4.51,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2016",4.53,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2017",4.37,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2018",4.2,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2019",4.16,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2020",3.85,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2021",3.78,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2007",3.79,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2008",3.69,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2009",3.63,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2010",3.66,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2011",3.87,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2012",3.97,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2013",3.75,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2014",3.98,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2015",4.08,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2016",4.27,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2017",4.71,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2018",4.6,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2019",4.44,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2020",4.4,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2021",4.65,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2007",8.51,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2008",8.22,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2009",7.39,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2010",7.6,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2011",6.94,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2012",7.24,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2013",6.97,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2014",6.33,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2015",6.05,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2016",5.71,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2017",5.45,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2018",5.33,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2019",5.08,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2020",4.51,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2021",4.94,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2007",18.85,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2008",18.1,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2009",16.67,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2010",17.28,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2011",16.44,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2012",15.6,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2013",15.93,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2014",15.84,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2015",15.36,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2016",14.97,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2017",14.64,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2018",15.02,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2019",14.44,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2020",12.9,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2021",13.56,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2007",7.39,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2008",7.19,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2009",6.68,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2010",6.86,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2011",6.6,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2012",6.55,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2013",6.38,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2014",6.06,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2015",6.12,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2016",6.12,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2017",6.16,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2018",6,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2019",5.7,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2020",5.18,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2021",5.53,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2007",1.28,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2008",1.26,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2009",1.29,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2010",1.36,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2011",1.43,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2012",1.21,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2013",1.27,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2014",1.43,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2015",1.33,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2016",1.28,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2017",1.53,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2018",1.53,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2019",1.43,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2020",1.2,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2007",2.48,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2008",2.54,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2009",2.67,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2010",2.66,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2011",2.81,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2012",3.01,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2013",3.04,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2014",3.17,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2015",3.29,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2016",3.15,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2017",3.15,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2018",3.25,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2019",3.31,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2020",3.07,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2007",3.99,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2008",4.06,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2009",3.76,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2010",3.98,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2011",4.15,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2012",4.14,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2013",4.2,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2014",4.08,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2015",4.17,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2016",4.09,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2017",3.95,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2018",3.85,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2019",3.61,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2020",3.28,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2021",3.62,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2007",1.64,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2008",1.81,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2009",1.48,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2010",1.41,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2011",1.62,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2012",1.89,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2013",1.81,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2014",1.8,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2015",1.74,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2016",1.67,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2017",1.75,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2018",1.83,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2019",1.98,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2020",2.14,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2007",3.11,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2008",3.28,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2009",2.73,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2010",2.59,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2011",2.87,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2012",3.1,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2013",3.12,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2014",3.22,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2015",3.17,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2016",3.19,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2017",3.12,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2018",3.15,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2019",3.4,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2020",3.26,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2007",0.26,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2008",0.28,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2009",0.3,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2010",0.34,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2011",0.36,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2012",0.39,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2013",0.41,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2014",0.42,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2015",0.46,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2016",0.51,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2017",0.54,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2018",0.59,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2019",0.56,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2020",0.51,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2007",5.83,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2008",6.13,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2009",5.82,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2010",6.27,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2011",5.96,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2012",6.09,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2013",6.09,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2014",6.01,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2015",5.56,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2016",5.6,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2017",5.71,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2018",6.05,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2019",5.88,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2020",5.6,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2007",4.89,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2008",5.39,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2009",5.41,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2010",5.53,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2011",6.39,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2012",6,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2013",6.07,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2014",5.51,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2015",5.63,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2016",6.51,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2017",6.67,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2018",6.69,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2019",6.29,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2020",6.25,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2007",1.75,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2008",1.83,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2009",1.69,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2010",1.91,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2011",1.99,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2012",2.14,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2013",2.28,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2014",2.38,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2015",2.24,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2016",2.05,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2017",2.09,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2018",1.96,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2019",1.95,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2020",1.83,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2021",2.05,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2007",18.25,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2008",19.06,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2009",19.36,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2010",17.64,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2011",17.8,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2012",17.47,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2013",16.97,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2014",16.33,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2015",14.4,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2016",15.27,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2017",15.83,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2018",16.65,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2019",15.38,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2020",21.05,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2007",6.71,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2008",6.43,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2009",5.63,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2010",5.94,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2011",6.65,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2012",6.03,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2013",5.34,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2014",5.7,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2015",6.05,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2016",5.67,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2017",6.03,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2018",5.65,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2019",5.45,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2020",4.77,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2007",0.26,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2008",0.27,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2009",0.31,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2010",0.33,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2011",0.34,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2012",0.35,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2013",0.35,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2014",0.42,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2015",0.5,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2016",0.61,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2017",0.65,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2018",0.63,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2019",0.77,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2020",0.8,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2007",3.8,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2008",3.97,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2009",3.79,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2010",4.02,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2011",4.37,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2012",4.43,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2013",4.65,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2014",4.24,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2015",4.51,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2016",4.69,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2017",4.68,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2018",4.57,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2019",4.76,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2020",4.31,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2021",4.42,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2007",4.91,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2008",5.03,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2009",5.36,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2010",5.85,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2011",6.37,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2012",6.52,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2013",6.77,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2014",6.73,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2015",6.62,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2016",6.57,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2017",6.68,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2018",6.97,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2019",7.06,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2020",7.15,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"COL","AIREMISSION","CO2","TONNE_CAP","A","2007",1.28,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2008",1.28,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2009",1.33,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2010",1.34,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2011",1.43,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2012",1.4,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2013",1.56,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2014",1.59,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2015",1.58,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2016",1.63,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2017",1.45,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2018",1.51,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2019",1.49,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2020",1.48,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2021",1.25,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2007",4.92,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2008",4.68,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2009",4.43,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2010",4.25,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2011",4.19,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2012",3.84,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2013",3.73,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2014",3.54,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2015",3.67,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2016",3.79,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2017",3.91,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2018",3.72,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2019",3.77,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2020",3.56,
"HRV","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2007",9.89,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2008",9.89,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2009",9.54,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2010",8.97,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2011",8.44,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2012",7.65,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2013",6.55,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2014",6.8,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2015",7.05,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2016",7.47,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2017",7.53,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2018",7.35,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2019",7.31,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2020",6.72,
"CYP","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2007",2.09,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2008",2.15,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2009",2.15,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2010",2.14,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2011",2.16,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2012",2.19,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2013",2.14,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2014",2.14,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2015",2.16,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2016",2.2,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2017",2.27,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2018",2.16,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2019",1.93,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2020",1.84,
"EGY","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"EST","AIREMISSION","CO2","TONNE_CAP","A","2007",14.27,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2008",12.62,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2009",10.32,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2010",13.65,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2011",13.6,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2012",12.51,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2013",13.98,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2014",13.05,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2015",10.79,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2016",11.95,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2017",12.51,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2018",11.69,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2019",7.37,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2020",5.33,
"EST","AIREMISSION","CO2","TONNE_CAP","A","2021",6.25,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2007",0.07,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2008",0.07,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2009",0.07,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2010",0.07,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2011",0.08,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2012",0.08,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2013",0.09,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2014",0.11,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2015",0.1,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2016",0.12,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2017",0.12,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2018",0.12,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2019",0.13,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2020",0.13,
"ETH","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2007",1.41,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2008",1.21,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2009",1.39,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2010",1.32,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2011",1.59,
